Player,Predicted Points,Position,Team,Play Probability,Opponent Team,Price,At_Home,Season,Minutes,GW,FirstName
Georginio Wijnaldum,0.7115238,MID,Liverpool,1,Leeds,5.3,FALSE,2021,52,32,Wijnaldum
Declan Rice,0.7058465,MID,West Ham United,0.25,Newcastle United,4.7,FALSE,2021,16.875,32,Rice
Kevin De Bruyne,0.57514495,MID,Manchester City,1,Aston Villa,12,FALSE,2021,49.6,32,De Bruyne
Isaac Hayden,0.3127355,MID,Newcastle United,0,West Ham United,4.6,TRUE,2021,0,32,Hayden
Pedro Lomba Neto,0.27913058,MID,Wolverhampton Wanderers,0,Sheffield United,5.7,TRUE,2021,0,32,Neto
Jack Cork,0.137631,MID,Burnley,1,Manchester United,5,FALSE,2021,0,32,Cork
Oriol Romeu Vidal,0.13404274,MID,Southampton,0,Tottenham Hotspur,4.5,FALSE,2021,0,32,Oriol Romeu
Solomon March,0.104677595,MID,Brighton and Hove Albion,0,Chelsea,4.9,FALSE,2021,0,32,March
Aaron Mooy,0.09525552,MID,Brighton and Hove Albion,0,Chelsea,5,FALSE,2021,0,32,Mooy
Jordan Henderson,0.083567984,MID,Liverpool,0,Leeds,5.4,FALSE,2021,0,32,Henderson
Mahmoud Ahmed Ibrahim Hassan,0.07227099,MID,Aston Villa,0,Manchester City,5.2,TRUE,2021,0,32,TrÃ©zÃ©guet
Jack Grealish,0.06382747,MID,Aston Villa,0,Manchester City,7.5,TRUE,2021,0,32,Grealish
Curtis Jones,0.060987983,MID,Liverpool,0.75,Leeds,4.4,FALSE,2021,0,32,Jones
Grady Diangana,0.042538535,MID,West Bromwich Albion,1,Leicester City,5,FALSE,2021,0,32,Diangana
Jamie Shackleton,0.012462436,MID,Leeds,1,Liverpool,4.8,TRUE,2021,0.25,32,Shackleton
Conor Hourihane,0.011402631,MID,Aston Villa,0,Manchester City,5.9,TRUE,2021,0,32,Hourihane
Robbie Brady,0.009413322,MID,Burnley,0,Manchester United,5,FALSE,2021,0,32,Brady
Matthew Longstaff,0.008987635,MID,Newcastle United,1,West Ham United,4.8,TRUE,2021,0,32,Matty Longstaff
Romaine Sawyers,0.008136929,MID,West Bromwich Albion,1,Leicester City,4.6,FALSE,2021,0,32,Sawyers
Aboubakar Kamara,0.005799147,MID,Fulham,0,Arsenal,4.8,FALSE,2021,0,32,Kamara
Sander Berge,0.005799147,MID,Sheffield United,0,Wolverhampton Wanderers,4.9,FALSE,2021,0,32,Berge
Sam Field,0.005799147,MID,West Bromwich Albion,0,Leicester City,4.8,FALSE,2021,0,32,Field
Harry Wilson,0.005799147,MID,Liverpool,0,Leeds,5.1,FALSE,2021,0,32,Harry Wilson
Reiss Nelson,0.005494718,MID,Arsenal,1,Fulham,5.1,TRUE,2021,0,32,Nelson
Adam Forshaw,0.005494718,MID,Leeds,0.25,Liverpool,4.8,TRUE,2021,0,32,Forshaw
Andreas Pereira,0.005494718,MID,Manchester United,0,Burnley,4.8,TRUE,2021,0,32,Pereira
Kevin McDonald,0.002730467,MID,Fulham,0,Arsenal,4.7,FALSE,2021,0,32,McDonald
Matty James,0.002426039,MID,Leicester City,0,West Bromwich Albion,4.3,TRUE,2021,0,32,James
Jake Livermore,0.000728933,MID,West Bromwich Albion,1,Leicester City,4.7,FALSE,2021,0.25,32,Livermore
Oliver Skipp,-0.002639981,MID,Tottenham Hotspur,0,Southampton,4.4,TRUE,2021,0,32,Skipp
Henri Lansbury,-0.002639981,MID,Aston Villa,0,Manchester City,4.3,TRUE,2021,0,32,Lansbury
Kamil Grosicki,-0.00402716,MID,West Bromwich Albion,1,Leicester City,5.2,FALSE,2021,0,32,Grosicki
James Garner,-0.004498417,MID,Manchester United,0,Burnley,4.4,TRUE,2021,0,32,Garner
Tahith Chong,-0.004498417,MID,Manchester United,0,Burnley,4.4,TRUE,2021,0,32,Chong
Gedson Carvalho Fernandes,-0.004498417,MID,Tottenham Hotspur,0,Southampton,4.7,TRUE,2021,0,32,Fernandes
Percy Tau,-0.004750548,MID,Brighton and Hove Albion,0.75,Chelsea,4.9,FALSE,2021,0,32,Tau
Stefan Johansen,-0.005230012,MID,Fulham,0,Arsenal,4.7,FALSE,2021,0,32,Johansen
Felipe Anderson Pereira Gomes,-0.005862254,MID,West Ham United,0,Newcastle United,6.1,FALSE,2021,0,32,Felipe Anderson
Tom Cairney,-0.005862254,MID,Fulham,0,Arsenal,5.2,FALSE,2021,0,32,Cairney
Anthony Knockaert,-0.005862254,MID,Fulham,0,Arsenal,5,FALSE,2021,0,32,Knockaert
Jack Wilshere,-0.005862254,MID,West Ham United,0,Newcastle United,4.9,FALSE,2021,0,32,Wilshere
Sofiane Boufal,-0.005862254,MID,Southampton,0,Tottenham Hotspur,5.4,FALSE,2021,0,32,Boufal
Christian Atsu,-0.006166684,MID,Newcastle United,0,West Ham United,5.2,TRUE,2021,0,32,Atsu
Demarai Gray,-0.006166684,MID,Leicester City,0,West Bromwich Albion,5.1,TRUE,2021,0,32,Gray
Lucas Torreira,-0.006166684,MID,Arsenal,0,Fulham,4.7,TRUE,2021,0,32,Torreira
Fabian Delph,-0.006166684,MID,Everton,0,Tottenham Hotspur,4.8,TRUE,2021,0,32,Delph
Alfie Devine,-0.008243466,MID,Tottenham Hotspur,1,Everton,4.4,FALSE,2021,0,32,Devine
Rekeem Harper,-0.008243466,MID,West Bromwich Albion,0,Leicester City,4.3,FALSE,2021,0,32,Harper
Zak Brunt,-0.008243466,MID,Sheffield United,1,Wolverhampton Wanderers,4.5,FALSE,2021,0,32,Brunt
Oliver Skipp,-0.008243466,MID,Tottenham Hotspur,0,Everton,4.4,FALSE,2021,0,32,Skipp
Mace Goodridge,-0.008243466,MID,Burnley,0,Manchester United,4.5,FALSE,2021,0,32,Goodridge
Conor Coventry,-0.008243466,MID,West Ham United,1,Newcastle United,4.5,FALSE,2021,0,32,Coventry
Kyle Edwards,-0.008243466,MID,West Bromwich Albion,1,Leicester City,4.7,FALSE,2021,0,32,Edwards
Anthony Mancini,-0.008243466,MID,Burnley,1,Manchester United,4.4,FALSE,2021,0,32,Mancini
Jake Cain,-0.008243466,MID,Liverpool,1,Leeds,4.5,FALSE,2021,0,32,Cain
Luke Freeman,-0.008243466,MID,Sheffield United,0,Wolverhampton Wanderers,5,FALSE,2021,0,32,Freeman
Leighton Clarkson,-0.008243466,MID,Liverpool,1,Leeds,4.5,FALSE,2021,0,32,Clarkson
Filip Krovinovic,-0.008243466,MID,West Bromwich Albion,0,Leicester City,4.9,FALSE,2021,0,32,Krovinovic
Frankie Maguire,-0.008243466,MID,Sheffield United,1,Wolverhampton Wanderers,4.4,FALSE,2021,0,32,Maguire
MoisÃ©s Caicedo,-0.008243466,MID,Brighton and Hove Albion,1,Chelsea,5,FALSE,2021,0,32,Caicedo
Cole Palmer,-0.008243466,MID,Manchester City,1,Aston Villa,4.4,FALSE,2021,0,32,Palmer
Josh Sims,-0.008243466,MID,Southampton,0,Tottenham Hotspur,4.3,FALSE,2021,0,32,Sims
William Smallbone,-0.008243466,MID,Southampton,0,Tottenham Hotspur,4.3,FALSE,2021,0,32,Smallbone
Will Ferry,-0.008243466,MID,Southampton,1,Tottenham Hotspur,4.5,FALSE,2021,0,32,Ferry
Ryan Finnigan,-0.008243466,MID,Southampton,1,Tottenham Hotspur,4.5,FALSE,2021,0,32,Finnigan
Neeskens Kebano,-0.008243466,MID,Fulham,0,Arsenal,4.7,FALSE,2021,0,32,Kebano
Jean MichaÃ«l Seri,-0.008243466,MID,Fulham,0,Arsenal,4.6,FALSE,2021,0,32,Seri
AdriÃ¡n BernabÃ©,-0.008243466,MID,Manchester City,1,Aston Villa,4.5,FALSE,2021,0,32,BernabÃ©
Kgaogelo Chauke,-0.008243466,MID,Southampton,1,Tottenham Hotspur,4.4,FALSE,2021,0,32,Chauke
Felix Nmecha,-0.008243466,MID,Manchester City,1,Aston Villa,4.5,FALSE,2021,0,32,Nmecha
Max Sanders,-0.008243466,MID,Brighton and Hove Albion,0,Chelsea,4.5,FALSE,2021,0,32,Sanders
JosÃ© Izquierdo,-0.008243466,MID,Brighton and Hove Albion,1,Chelsea,5.5,FALSE,2021,0,32,Izquierdo
Claudio Gomes,-0.008243466,MID,Manchester City,1,Aston Villa,4.5,FALSE,2021,0,32,Gomes
Teddy Jenks,-0.008243466,MID,Brighton and Hove Albion,1,Chelsea,4.5,FALSE,2021,0,32,Jenks
Jensen Weir,-0.008243466,MID,Brighton and Hove Albion,1,Chelsea,4.5,FALSE,2021,0,32,Weir
Abdoulaye DoucourÃ©,-0.008547895,MID,Everton,0,Tottenham Hotspur,5.2,TRUE,2021,0,32,DoucourÃ©
Tyler Onyango,-0.008547895,MID,Everton,1,Tottenham Hotspur,4.5,TRUE,2021,0,32,Onyango
Nathan Broadhead,-0.008547895,MID,Everton,1,Tottenham Hotspur,4.5,TRUE,2021,0.5,32,Broadhead
Pablo HernÃ¡ndez DomÃ­nguez,-0.008547895,MID,Leeds,1,Liverpool,5.7,TRUE,2021,0,32,HernÃ¡ndez
Isaac Price,-0.008547895,MID,Everton,1,Tottenham Hotspur,4.5,TRUE,2021,0,32,Price
Jean-Philippe Gbamin,-0.008547895,MID,Everton,0,Tottenham Hotspur,5,TRUE,2021,0,32,Gbamin
Jay-Roy Grot,-0.008547895,MID,Leeds,0,Liverpool,4.7,TRUE,2021,0,32,Grot
Jordan Stevens,-0.008547895,MID,Leeds,0,Liverpool,4.3,TRUE,2021,0,32,Stevens
Mateusz Bogusz,-0.008547895,MID,Leeds,0,Liverpool,4.3,TRUE,2021,0,32,Bogusz
Jack Jenkins,-0.008547895,MID,Leeds,1,Liverpool,4.5,TRUE,2021,0,32,Jenkins
Anthony Gordon,-0.008547895,MID,Everton,0,Tottenham Hotspur,4.3,TRUE,2021,0,32,Gordon
Billy Gilmour,-0.008547895,MID,Chelsea,1,Brighton and Hove Albion,4.3,TRUE,2021,0,32,Gilmour
Bernard AnÃ­cio Caldeira Duarte,-0.008547895,MID,Everton,0,Tottenham Hotspur,5.7,TRUE,2021,0,32,Bernard
Faustino Anjorin,-0.008547895,MID,Chelsea,1,Brighton and Hove Albion,4.5,TRUE,2021,0,32,Anjorin
Jaden Philogene-Bidace,-0.008547895,MID,Aston Villa,1,Manchester City,4.5,TRUE,2021,0,32,Philogene-Bidace
Carney Chukwuemeka,-0.008547895,MID,Aston Villa,1,Manchester City,4.5,TRUE,2021,0,32,Chukwuemeka
Cengiz Ãœnder,-0.008547895,MID,Leicester City,0,West Bromwich Albion,5.7,TRUE,2021,0,32,Ãœnder
Kaine Hayden,-0.008547895,MID,Aston Villa,1,Manchester City,4.5,TRUE,2021,0,32,Hayden
JosÃ© Ignacio Peleteiro Romallo,-0.008547895,MID,Aston Villa,0,Manchester City,5.9,TRUE,2021,0,32,Jota
Alfie Devine,-0.008547895,MID,Tottenham Hotspur,1,Southampton,4.4,TRUE,2021,0,32,Devine
Mesut Ã–zil,-0.008547895,MID,Arsenal,0,Fulham,6.7,TRUE,2021,0,32,Ã–zil
Miguel Azeez,-0.008547895,MID,Arsenal,1,Fulham,4.5,TRUE,2021,0,32,Azeez
Adrien Silva,-0.008547895,MID,Leicester City,0,West Bromwich Albion,4.4,TRUE,2021,0,32,Silva
Theo Corbeanu,-0.008547895,MID,Wolverhampton Wanderers,1,Sheffield United,4.5,TRUE,2021,0,32,Corbeanu
Rolando Aarons,-0.008547895,MID,Newcastle United,0,West Ham United,4.8,TRUE,2021,0,32,Aarons
Amad Diallo,-0.008547895,MID,Manchester United,1,Burnley,5.4,TRUE,2021,0,32,Diallo
Shane Flynn,-0.008547895,MID,Leicester City,1,West Bromwich Albion,4.5,TRUE,2021,0,32,Flynn
Luke Cundle,-0.008547895,MID,Wolverhampton Wanderers,1,Sheffield United,4.5,TRUE,2021,0,32,Cundle
Taylor Perry,-0.008547895,MID,Wolverhampton Wanderers,1,Sheffield United,4.5,TRUE,2021,0,32,Perry
Thanawat Suengchitthawon,-0.008547895,MID,Leicester City,1,West Bromwich Albion,4.5,TRUE,2021,0,32,Suengchitthawon
Meritan Shabani,-0.008547895,MID,Wolverhampton Wanderers,0,Sheffield United,4.4,TRUE,2021,0,32,Shabani
Bruno AndrÃ© Cavaco Jordao,-0.008547895,MID,Wolverhampton Wanderers,0,Sheffield United,4.3,TRUE,2021,0,32,Jordao
Facundo Pellistri,-0.008547895,MID,Manchester United,0,Burnley,5.2,TRUE,2021,0,32,Pellistri
RÃºben Diogo da Silva Neves,-0.008547895,MID,Wolverhampton Wanderers,0,Sheffield United,5.1,TRUE,2021,0,32,Neves
Juan Mata,-0.008820987,MID,Manchester United,1,Burnley,5.8,TRUE,2021,0,32,Mata
Matteo Guendouzi,-0.009235363,MID,Arsenal,0,Fulham,4.7,TRUE,2021,0,32,Guendouzi
Jayson Molumby,-0.010101903,MID,Brighton and Hove Albion,0,Chelsea,4.5,FALSE,2021,0,32,Molumby
Jonathan Leko,-0.010101903,MID,West Bromwich Albion,0,Leicester City,4.5,FALSE,2021,0,32,Leko
Gedson Carvalho Fernandes,-0.010101903,MID,Tottenham Hotspur,0,Everton,4.7,FALSE,2021,0,32,Fernandes
Harvey Elliott,-0.010101903,MID,Liverpool,0,Leeds,4.3,FALSE,2021,0,32,Elliott
Tommy Doyle,-0.010101903,MID,Manchester City,1,Aston Villa,4.4,FALSE,2021,0,32,Doyle
Alexandre Jankewitz,-0.017752051,MID,Southampton,1,Tottenham Hotspur,4.5,FALSE,2021,0,32,Jankewitz
Ian Carlo Poveda-Ocampo,-0.0183742,MID,Leeds,1,Liverpool,4.2,TRUE,2021,0,32,Poveda-Ocampo
Elliot Anderson,-0.01910618,MID,Newcastle United,1,West Ham United,4.5,TRUE,2021,0,32,Anderson
Josh Benson,-0.022851232,MID,Burnley,1,Manchester United,4.5,FALSE,2021,0,32,Benson
Reda Khadra,-0.024709668,MID,Brighton and Hove Albion,1,Chelsea,4.5,FALSE,2021,0,32,Khadra
Hamza Choudhury,-0.030857954,MID,Leicester City,1,West Bromwich Albion,4.6,TRUE,2021,0.25,32,Choudhury
Shola Shoretire,-0.03781576,MID,Manchester United,1,Burnley,4.5,TRUE,2021,0,32,Shoretire
Owen Otasowie,-0.03850198,MID,Wolverhampton Wanderers,1,Sheffield United,4.5,TRUE,2021,0,32,Otasowie
Andriy Yarmolenko,-0.046321385,MID,West Ham United,0,Newcastle United,5.5,FALSE,2021,0,32,Yarmolenko
Harvey Barnes,-0.12178264,MID,Leicester City,0,West Bromwich Albion,6.6,TRUE,2021,0,32,Barnes
Dale Stephens,-0.13154894,MID,Burnley,1,Manchester United,4.2,FALSE,2021,0,32,Stephens
Nemanja Matic,-0.13433819,MID,Manchester United,1,Burnley,4.7,TRUE,2021,0.75,32,Matic
Jamie Vardy,9.050678,FWD,Leicester City,1,West Bromwich Albion,10.1,TRUE,2021,90,32,Vardy
Alexandre Lacazette,5.781626,FWD,Arsenal,1,Fulham,8.3,TRUE,2021,76.4,32,Lacazette
Mbaye Diagne,4.8383627,FWD,West Bromwich Albion,1,Leicester City,6,FALSE,2021,84.5,32,Diagne
Neal Maupay,4.766421,FWD,Brighton and Hove Albion,1,Chelsea,6,FALSE,2021,86.8,32,Maupay
Harry Kane,4.3596034,FWD,Tottenham Hotspur,1,Everton,11.7,FALSE,2021,87.25,32,Kane
Gabriel Fernando de Jesus,4.339399,FWD,Manchester City,1,Aston Villa,9.2,FALSE,2021,67.8,32,Jesus
Richarlison de Andrade,4.1773357,FWD,Everton,1,Tottenham Hotspur,7.9,TRUE,2021,90,32,Richarlison
Michail Antonio,3.9610603,FWD,West Ham United,0.25,Newcastle United,6.6,FALSE,2021,19.0625,32,Antonio
Chris Wood,3.9011219,FWD,Burnley,1,Manchester United,6.3,FALSE,2021,90,32,Wood
Danny Welbeck,3.0700736,FWD,Brighton and Hove Albion,1,Chelsea,5.5,FALSE,2021,70,32,Welbeck
Matej Vydra,3.0463655,FWD,Burnley,1,Manchester United,4.8,FALSE,2021,82.25,32,Vydra
Joelinton CÃ¡ssio ApolinÃ¡rio de Lira,3.0424733,FWD,Newcastle United,1,West Ham United,5.7,TRUE,2021,83.2,32,Joelinton
Harry Kane,3.0189567,FWD,Tottenham Hotspur,1,Southampton,11.7,TRUE,2021,87.25,32,Kane
Rodrigo Moreno,2.9555426,FWD,Leeds,0.75,Liverpool,5.7,TRUE,2021,17,32,Rodrigo
Kelechi Iheanacho,2.951014,FWD,Leicester City,1,West Bromwich Albion,6,TRUE,2021,85.25,32,Iheanacho
Ollie Watkins,2.9473455,FWD,Aston Villa,1,Manchester City,6.5,TRUE,2021,90,32,Watkins
Carlos Vinicius Alves Morais,2.5236783,FWD,Tottenham Hotspur,1,Everton,6.9,FALSE,2021,29,32,Carlos Vinicius
Dominic Calvert-Lewin,2.3652592,FWD,Everton,0,Tottenham Hotspur,7.5,TRUE,2021,0,32,Calvert-Lewin
Carlos Vinicius Alves Morais,2.260308,FWD,Tottenham Hotspur,1,Southampton,6.9,TRUE,2021,29,32,Carlos Vinicius
Edinson Cavani,2.0563104,FWD,Manchester United,1,Burnley,7.8,TRUE,2021,57,32,Cavani
Roberto Firmino,1.9934571,FWD,Liverpool,1,Leeds,9,FALSE,2021,50.33333333,32,Firmino
Willian JosÃ© Da Silva,1.8706901,FWD,Wolverhampton Wanderers,1,Sheffield United,6.8,TRUE,2021,73.5,32,Willian JosÃ©
Danny Ings,1.8385233,FWD,Southampton,1,Tottenham Hotspur,8.4,FALSE,2021,32.66666667,32,Ings
Dwight Gayle,1.6911485,FWD,Newcastle United,1,West Ham United,5.9,TRUE,2021,49.8,32,Gayle
Patrick Bamford,1.662773,FWD,Leeds,1,Liverpool,6.6,TRUE,2021,58.25,32,Bamford
Rhian Brewster,1.6050285,FWD,Sheffield United,1,Wolverhampton Wanderers,4.3,FALSE,2021,27.5,32,Brewster
Callum Robinson,1.5707434,FWD,West Bromwich Albion,1,Leicester City,5.2,FALSE,2021,31,32,Callum Robinson
Sergio AgÃ¼ero,1.5687088,FWD,Manchester City,0.75,Aston Villa,10.3,FALSE,2021,25.5,32,AgÃ¼ero
Che Adams,1.564939,FWD,Southampton,1,Tottenham Hotspur,5.8,FALSE,2021,55,32,Adams
Fabio Silva,1.4566351,FWD,Wolverhampton Wanderers,1,Sheffield United,5.2,TRUE,2021,22.25,32,Fabio Silva
Bobby Decordova-Reid,1.4566071,FWD,Fulham,1,Arsenal,5.3,FALSE,2021,60,32,Decordova-Reid
Jay Rodriguez,1.4429926,FWD,Burnley,1,Manchester United,5.8,FALSE,2021,7,32,Rodriguez
Aleksandar MitroviÄ‡,1.4071978,FWD,Fulham,1,Arsenal,5.5,FALSE,2021,51.4,32,MitroviÄ‡
Lys Mousset,1.3112786,FWD,Sheffield United,1,Wolverhampton Wanderers,5.8,FALSE,2021,16.5,32,Mousset
David McGoldrick,1.2849076,FWD,Sheffield United,1,Wolverhampton Wanderers,5.2,FALSE,2021,52.5,32,McGoldrick
Keinan Davis,1.218637,FWD,Aston Villa,1,Manchester City,4.2,TRUE,2021,9.2,32,Davis
Andi Zeqiri,1.0733664,FWD,Brighton and Hove Albion,1,Chelsea,5,FALSE,2021,10.8,32,Zeqiri
Anthony Martial,1.0376253,FWD,Manchester United,0,Burnley,8.6,TRUE,2021,0,32,Martial
Hal Robson-Kanu,1.0054226,FWD,West Bromwich Albion,1,Leicester City,5.2,FALSE,2021,11.75,32,Robson-Kanu
Karlan Grant,0.92734396,FWD,West Bromwich Albion,1,Leicester City,5.6,FALSE,2021,1.75,32,Grant
Timo Werner,0.87109315,FWD,Chelsea,1,Brighton and Hove Albion,9.2,TRUE,2021,50,32,Werner
Josh Maja,0.7648101,FWD,Fulham,1,Arsenal,5.3,FALSE,2021,26.8,32,Maja
Joshua King,0.6635102,FWD,Everton,1,Tottenham Hotspur,5.2,TRUE,2021,11,32,King
Callum Wilson,0.3225125,FWD,Newcastle United,1,West Ham United,6.5,TRUE,2021,0,32,Wilson
Tammy Abraham,0.10800349,FWD,Chelsea,1,Brighton and Hove Albion,7.1,TRUE,2021,0,32,Abraham
Niall Huggins,0.08143308,FWD,Leeds,1,Liverpool,4.5,TRUE,2021,0,32,Huggins
Olivier Giroud,0.04664538,FWD,Chelsea,1,Brighton and Hove Albion,6.7,TRUE,2021,0,32,Giroud
Divock Origi,0.032876275,FWD,Liverpool,0,Leeds,5.1,FALSE,2021,0,32,Origi
Mbwana Samatta,0.028217044,FWD,Aston Villa,0,Manchester City,5.9,TRUE,2021,0,32,Samatta
Wesley Moraes,0.02734197,FWD,Aston Villa,0.25,Manchester City,6,TRUE,2021,0,32,Wesley
Cenk Tosun,0.02734197,FWD,Everton,0,Tottenham Hotspur,6,TRUE,2021,0,32,Tosun
Yoshinori Muto,0.02734197,FWD,Newcastle United,0,West Ham United,4.8,TRUE,2021,0,32,Muto
Moise Kean,0.02734197,FWD,Everton,0,Tottenham Hotspur,5.7,TRUE,2021,0,32,Kean
Islam Slimani,0.02734197,FWD,Leicester City,0,West Bromwich Albion,4.9,TRUE,2021,0,32,Slimani
Odion Ighalo,0.02734197,FWD,Manchester United,0,Burnley,6.1,TRUE,2021,0,32,Ighalo
RaÃºl JimÃ©nez,0.006874394,FWD,Wolverhampton Wanderers,0.25,Sheffield United,8.1,TRUE,2021,0,32,JimÃ©nez
Ellis Simms,0.006874394,FWD,Everton,0,Tottenham Hotspur,4.5,TRUE,2021,0,32,Simms
Joe Gelhardt,0.006874394,FWD,Leeds,1,Liverpool,4.5,TRUE,2021,0,32,Gelhardt
Leonardo Campana,0.006874394,FWD,Wolverhampton Wanderers,1,Sheffield United,4.8,TRUE,2021,0,32,Campana
LÃ©o Bonatini,0.006874394,FWD,Wolverhampton Wanderers,0,Sheffield United,4.8,TRUE,2021,0,32,Bonatini
Indiana Vassilev,0.006874394,FWD,Aston Villa,0,Manchester City,4.3,TRUE,2021,0,32,Vassilev
Joel Mumbongo,0.000642241,FWD,Burnley,1,Manchester United,4.5,FALSE,2021,0.25,32,Mumbongo
Edward Nketiah,-0.001718498,FWD,Arsenal,1,Fulham,5.3,TRUE,2021,0.2,32,Nketiah
Patrick Cutrone,-0.005747626,FWD,Wolverhampton Wanderers,0,Sheffield United,5.9,TRUE,2021,0,32,Cutrone
Shane Long,-0.006608321,FWD,Southampton,0,Tottenham Hotspur,5.1,FALSE,2021,0,32,Long
Glenn Murray,-0.006608321,FWD,Brighton and Hove Albion,0,Chelsea,4.8,FALSE,2021,0,32,Murray
Liam Delap,-0.009381376,FWD,Manchester City,1,Aston Villa,4.3,FALSE,2021,0,32,Delap
Jordan Hugill,-0.010256451,FWD,West Ham United,0,Newcastle United,5.5,FALSE,2021,0,32,Hugill
Ademipo Odubeko,-0.010256451,FWD,West Ham United,1,Newcastle United,4.5,FALSE,2021,0,32,Odubeko
SÃ©bastien Haller,-0.010256451,FWD,West Ham United,0,Newcastle United,6.1,FALSE,2021,0,32,Haller
Albian Ajeti,-0.010256451,FWD,West Ham United,0,Newcastle United,5.5,FALSE,2021,0,32,Ajeti
Max Thompson,-0.010256451,FWD,Burnley,1,Manchester United,4.5,FALSE,2021,0,32,Thompson
Antwoine Hackford,-0.010256451,FWD,Sheffield United,1,Wolverhampton Wanderers,4.4,FALSE,2021,0,32,Hackford
Cheikh Diaby,-0.010256451,FWD,West Bromwich Albion,1,Leicester City,4.5,FALSE,2021,0,32,Diaby
Lewis Richardson,-0.013002895,FWD,Burnley,1,Manchester United,4.5,FALSE,2021,0.25,32,Richardson
Daniel N'Lundulu,-0.013002895,FWD,Southampton,1,Tottenham Hotspur,4.5,FALSE,2021,0.6,32,N'Lundulu
Kenneth Zohore,-0.013586208,FWD,West Bromwich Albion,0,Leicester City,4.8,FALSE,2021,0,32,Zohore
Charlie Austin,-0.013586208,FWD,West Bromwich Albion,0,Leicester City,5.1,FALSE,2021,0,32,Austin
Florin Andone,-0.013586208,FWD,Brighton and Hove Albion,0.25,Chelsea,4.8,FALSE,2021,0,32,Andone
Michael Obafemi,-0.013586208,FWD,Southampton,0,Tottenham Hotspur,4.6,FALSE,2021,0,32,Obafemi
Dane Scarlett,-0.022186076,FWD,Tottenham Hotspur,0,Southampton,4.5,TRUE,2021,0,32,Scarlett
Billy Sharp,-0.02450573,FWD,Sheffield United,0,Wolverhampton Wanderers,5.5,FALSE,2021,0,32,Sharp
Andy Carroll,-0.033762746,FWD,Newcastle United,1,West Ham United,5.1,TRUE,2021,0.75,32,Carroll
Dane Scarlett,-0.039316922,FWD,Tottenham Hotspur,0,Everton,4.5,FALSE,2021,0,32,Scarlett
Ashley Barnes,-0.098384276,FWD,Burnley,0,Manchester United,6,FALSE,2021,0,32,Barnes
Aaron Connolly,-0.3580112,FWD,Brighton and Hove Albion,0.75,Chelsea,5.2,FALSE,2021,0,32,Connolly
Oliver McBurnie,-0.5480342,FWD,Sheffield United,0,Wolverhampton Wanderers,5.6,FALSE,2021,0,32,McBurnie
