Player,Predicted Points,Position,Team,Play Probability,Opponent Team,Price,At_Home,Season,Gw,FirstName
Tahith Chong,-0.004498417,MID,Manchester United,0,Brighton and Hove Albion,4.4,TRUE,2021,30,Chong
James Garner,-0.004498417,MID,Manchester United,0,Brighton and Hove Albion,4.4,TRUE,2021,30,Garner
Percy Tau,-0.004750548,MID,Brighton and Hove Albion,1,Manchester United,4.9,FALSE,2021,30,Tau
Stefan Johansen,-0.005230012,MID,Fulham,0,Aston Villa,4.7,FALSE,2021,30,Johansen
Daniel Castelo Podence,-0.005657848,MID,Wolverhampton Wanderers,0.25,West Ham United,5.3,TRUE,2021,30,Podence
Felipe Anderson Pereira Gomes,-0.005862254,MID,West Ham United,0,Wolverhampton Wanderers,6.1,FALSE,2021,30,Felipe Anderson
Anthony Knockaert,-0.005862254,MID,Fulham,0,Aston Villa,5,FALSE,2021,30,Knockaert
Tom Cairney,-0.005862254,MID,Fulham,0,Aston Villa,5.2,FALSE,2021,30,Cairney
Jack Wilshere,-0.005862254,MID,West Ham United,0,Wolverhampton Wanderers,4.9,FALSE,2021,30,Wilshere
Demarai Gray,-0.006166684,MID,Leicester City,0,Manchester City,5.1,TRUE,2021,30,Gray
Fabian Delph,-0.006166684,MID,Everton,0,Crystal Palace,4.8,TRUE,2021,30,Delph
Sofiane Boufal,-0.006166684,MID,Southampton,0,Burnley,5.4,TRUE,2021,30,Boufal
Sean Longstaff,-0.006166684,MID,Newcastle United,1,Tottenham Hotspur,4.6,TRUE,2021,30,Sean Longstaff
Christian Atsu,-0.006166684,MID,Newcastle United,0,Tottenham Hotspur,5.2,TRUE,2021,30,Atsu
Lucas Torreira,-0.006166684,MID,Arsenal,0,Liverpool,4.7,TRUE,2021,30,Torreira
Zak Brunt,-0.008243466,MID,Sheffield United,1,Leeds,4.5,FALSE,2021,30,Brunt
Jean MichaÃ«l Seri,-0.008243466,MID,Fulham,0,Aston Villa,4.6,FALSE,2021,30,Seri
Claudio Gomes,-0.008243466,MID,Manchester City,1,Leicester City,4.5,FALSE,2021,30,Gomes
Cole Palmer,-0.008243466,MID,Manchester City,1,Leicester City,4.4,FALSE,2021,30,Palmer
Kyle Edwards,-0.008243466,MID,West Bromwich Albion,1,Chelsea,4.7,FALSE,2021,30,Edwards
Rekeem Harper,-0.008243466,MID,West Bromwich Albion,0,Chelsea,4.3,FALSE,2021,30,Harper
Luke Freeman,-0.008243466,MID,Sheffield United,0,Leeds,5,FALSE,2021,30,Freeman
Leighton Clarkson,-0.008243466,MID,Liverpool,1,Arsenal,4.5,FALSE,2021,30,Clarkson
Frankie Maguire,-0.008243466,MID,Sheffield United,1,Leeds,4.4,FALSE,2021,30,Maguire
Felix Nmecha,-0.008243466,MID,Manchester City,1,Leicester City,4.5,FALSE,2021,30,Nmecha
Filip Krovinovic,-0.008243466,MID,West Bromwich Albion,0,Chelsea,4.9,FALSE,2021,30,Krovinovic
Neeskens Kebano,-0.008243466,MID,Fulham,0,Aston Villa,4.7,FALSE,2021,30,Kebano
Jake Cain,-0.008243466,MID,Liverpool,1,Arsenal,4.5,FALSE,2021,30,Cain
AdriÃ¡n BernabÃ©,-0.008243466,MID,Manchester City,1,Leicester City,4.5,FALSE,2021,30,BernabÃ©
JosÃ© Izquierdo,-0.008243466,MID,Brighton and Hove Albion,1,Manchester United,5.5,FALSE,2021,30,Izquierdo
Conor Coventry,-0.008243466,MID,West Ham United,1,Wolverhampton Wanderers,4.5,FALSE,2021,30,Coventry
Mace Goodridge,-0.008243466,MID,Burnley,0,Southampton,4.5,FALSE,2021,30,Goodridge
Anthony Mancini,-0.008243466,MID,Burnley,1,Southampton,4.4,FALSE,2021,30,Mancini
Alfie Devine,-0.008243466,MID,Tottenham Hotspur,1,Newcastle United,4.4,FALSE,2021,30,Devine
Oliver Skipp,-0.008243466,MID,Tottenham Hotspur,0,Newcastle United,4.4,FALSE,2021,30,Skipp
Teddy Jenks,-0.008243466,MID,Brighton and Hove Albion,1,Manchester United,4.5,FALSE,2021,30,Jenks
Max Sanders,-0.008243466,MID,Brighton and Hove Albion,0,Manchester United,4.5,FALSE,2021,30,Sanders
Jensen Weir,-0.008243466,MID,Brighton and Hove Albion,1,Manchester United,4.5,FALSE,2021,30,Weir
MoisÃ©s Caicedo,-0.008243466,MID,Brighton and Hove Albion,1,Manchester United,5,FALSE,2021,30,Caicedo
Jordan Stevens,-0.008547895,MID,Leeds,0,Sheffield United,4.3,TRUE,2021,30,Stevens
Mateusz Bogusz,-0.008547895,MID,Leeds,0,Sheffield United,4.3,TRUE,2021,30,Bogusz
Ryan Finnigan,-0.008547895,MID,Southampton,1,Burnley,4.5,TRUE,2021,30,Finnigan
Jay-Roy Grot,-0.008547895,MID,Leeds,0,Sheffield United,4.7,TRUE,2021,30,Grot
Pablo HernÃ¡ndez DomÃ­nguez,-0.008547895,MID,Leeds,0,Sheffield United,5.7,TRUE,2021,30,HernÃ¡ndez
Shane Flynn,-0.008547895,MID,Leicester City,1,Manchester City,4.5,TRUE,2021,30,Flynn
Adrien Silva,-0.008547895,MID,Leicester City,0,Manchester City,4.4,TRUE,2021,30,Silva
Amad Diallo,-0.008547895,MID,Manchester United,1,Brighton and Hove Albion,5.4,TRUE,2021,30,Diallo
Facundo Pellistri,-0.008547895,MID,Manchester United,0,Brighton and Hove Albion,5.2,TRUE,2021,30,Pellistri
Rolando Aarons,-0.008547895,MID,Newcastle United,0,Tottenham Hotspur,4.8,TRUE,2021,30,Aarons
Josh Sims,-0.008547895,MID,Southampton,0,Burnley,4.3,TRUE,2021,30,Sims
Will Ferry,-0.008547895,MID,Southampton,1,Burnley,4.5,TRUE,2021,30,Ferry
Kgaogelo Chauke,-0.008547895,MID,Southampton,1,Burnley,4.4,TRUE,2021,30,Chauke
William Smallbone,-0.008547895,MID,Southampton,0,Burnley,4.4,TRUE,2021,30,Smallbone
Anthony Gordon,-0.008547895,MID,Everton,0,Crystal Palace,4.3,TRUE,2021,30,Gordon
Luke Cundle,-0.008547895,MID,Wolverhampton Wanderers,1,West Ham United,4.5,TRUE,2021,30,Cundle
Taylor Perry,-0.008547895,MID,Wolverhampton Wanderers,1,West Ham United,4.5,TRUE,2021,30,Perry
Theo Corbeanu,-0.008547895,MID,Wolverhampton Wanderers,1,West Ham United,4.5,TRUE,2021,30,Corbeanu
Meritan Shabani,-0.008547895,MID,Wolverhampton Wanderers,0,West Ham United,4.4,TRUE,2021,30,Shabani
Bruno AndrÃ© Cavaco Jordao,-0.008547895,MID,Wolverhampton Wanderers,0,West Ham United,4.3,TRUE,2021,30,Jordao
Jean-Philippe Gbamin,-0.008547895,MID,Everton,0,Crystal Palace,5,TRUE,2021,30,Gbamin
Jack Jenkins,-0.008547895,MID,Leeds,1,Sheffield United,4.5,TRUE,2021,30,Jenkins
Abdoulaye Doucoure,-0.008547895,MID,Everton,0,Crystal Palace,5.2,TRUE,2021,30,Doucoure
Tyler Onyango,-0.008547895,MID,Everton,1,Crystal Palace,4.5,TRUE,2021,30,Onyango
Nathan Broadhead,-0.008547895,MID,Everton,1,Crystal Palace,4.5,TRUE,2021,30,Broadhead
Billy Gilmour,-0.008547895,MID,Chelsea,1,West Bromwich Albion,4.4,TRUE,2021,30,Gilmour
Faustino Anjorin,-0.008547895,MID,Chelsea,1,West Bromwich Albion,4.5,TRUE,2021,30,Anjorin
Jota Ignacio Peleteiro Romallo,-0.008547895,MID,Aston Villa,0,Fulham,5.9,TRUE,2021,30,Jota
Kaine Hayden,-0.008547895,MID,Aston Villa,1,Fulham,4.5,TRUE,2021,30,Hayden
Carney Chukwuemeka,-0.008547895,MID,Aston Villa,1,Fulham,4.5,TRUE,2021,30,Chukwuemeka
Mesut Ozil,-0.008547895,MID,Arsenal,0,Liverpool,6.7,TRUE,2021,30,Ozil
Jaden Philogene-Bidace,-0.008547895,MID,Aston Villa,1,Fulham,4.5,TRUE,2021,30,Philogene-Bidace
Juan Mata,-0.008820987,MID,Manchester United,0.5,Brighton and Hove Albion,5.8,TRUE,2021,30,Mata
Matteo Guendouzi,-0.009235363,MID,Arsenal,0,Liverpool,4.7,TRUE,2021,30,Guendouzi
Tommy Doyle,-0.010101903,MID,Manchester City,1,Leicester City,4.4,FALSE,2021,30,Doyle
Jayson Molumby,-0.010101903,MID,Brighton and Hove Albion,0,Manchester United,4.5,FALSE,2021,30,Molumby
Harvey Elliott,-0.010101903,MID,Liverpool,0,Arsenal,4.3,FALSE,2021,30,Elliott
Gedson Carvalho Fernandes,-0.010101903,MID,Tottenham Hotspur,0,Newcastle United,4.7,FALSE,2021,30,Fernandes
Brandon Pierrick,-0.010101903,MID,Crystal Palace,0,Everton,4.3,FALSE,2021,30,Pierrick
Jonathan Leko,-0.010101903,MID,West Bromwich Albion,0,Chelsea,4.5,FALSE,2021,30,Leko
Alexandre Jankewitz,-0.018056478,MID,Southampton,1,Burnley,4.5,TRUE,2021,30,Jankewitz
Ian Carlo Poveda-Ocampo,-0.0183742,MID,Leeds,1,Sheffield United,4.2,TRUE,2021,30,Poveda-Ocampo
Elliot Anderson,-0.01910618,MID,Newcastle United,1,Tottenham Hotspur,4.5,TRUE,2021,30,Anderson
Gabriel Teodoro Martinelli Silva,-0.021261718,MID,Arsenal,1,Liverpool,4.9,TRUE,2021,30,Martinelli
Vitor Ferreira,-0.0215589,MID,Wolverhampton Wanderers,1,West Ham United,4.7,TRUE,2021,30,Vitinha
Josh Benson,-0.022851232,MID,Burnley,1,Southampton,4.5,FALSE,2021,30,Benson
Reda Khadra,-0.024709668,MID,Brighton and Hove Albion,1,Manchester United,4.5,FALSE,2021,30,Khadra
Shola Shoretire,-0.03781576,MID,Manchester United,1,Brighton and Hove Albion,4.5,TRUE,2021,30,Shoretire
Owen Otasowie,-0.03850198,MID,Wolverhampton Wanderers,1,West Ham United,4.5,TRUE,2021,30,Otasowie
Andriy Yarmolenko,-0.046321385,MID,West Ham United,0,Wolverhampton Wanderers,5.5,FALSE,2021,30,Yarmolenko
Oriol Romeu Vidal,-0.07751491,MID,Southampton,0,Burnley,4.5,TRUE,2021,30,Oriol Romeu
Harvey Barnes,-0.12178264,MID,Leicester City,0,Manchester City,6.7,TRUE,2021,30,Barnes
Dale Stephens,-0.13154894,MID,Burnley,1,Southampton,4.2,FALSE,2021,30,Stephens
Theo Walcott,-0.13888243,MID,Southampton,0.5,Burnley,5.8,TRUE,2021,30,Walcott
Paul Pogba,-0.14927,MID,Manchester United,1,Brighton and Hove Albion,7.6,TRUE,2021,30,Pogba
James McArthur,-0.25872523,MID,Crystal Palace,0.5,Everton,5.2,FALSE,2021,30,McArthur
Allan Saint-Maximin,-0.26799414,MID,Newcastle United,0,Tottenham Hotspur,5.1,TRUE,2021,30,Saint-Maximin
Jamie Vardy,9.050678,FWD,Leicester City,1,Manchester City,10.2,TRUE,2021,30,Vardy
Jordan Ayew,8.339176,FWD,Crystal Palace,1,Everton,5.6,FALSE,2021,30,Ayew
Michail Antonio,7.1955943,FWD,West Ham United,1,Wolverhampton Wanderers,6.7,FALSE,2021,30,Antonio
Dominic Calvert-Lewin,5.7618513,FWD,Everton,1,Crystal Palace,7.6,TRUE,2021,30,Calvert-Lewin
Mbaye Diagne,5.386655,FWD,West Bromwich Albion,1,Chelsea,6,FALSE,2021,30,Diagne
Neal Maupay,4.845501,FWD,Brighton and Hove Albion,1,Manchester United,6.1,FALSE,2021,30,Maupay
Richarlison de Andrade,4.807697,FWD,Everton,1,Crystal Palace,8,TRUE,2021,30,Richarlison
Chris Wood,3.9011219,FWD,Burnley,1,Southampton,6.2,FALSE,2021,30,Wood
Che Adams,3.6112075,FWD,Southampton,1,Burnley,5.8,TRUE,2021,30,Adams
Gabriel Fernando de Jesus,3.4291482,FWD,Manchester City,1,Leicester City,9.2,FALSE,2021,30,Jesus
Anthony Martial,3.2750816,FWD,Manchester United,0.75,Brighton and Hove Albion,8.6,TRUE,2021,30,Martial
Josh Maja,3.1344507,FWD,Fulham,1,Aston Villa,5.5,FALSE,2021,30,Maja
Harry Kane,3.0744462,FWD,Tottenham Hotspur,1,Newcastle United,11.5,FALSE,2021,30,Kane
Ollie Watkins,2.9473455,FWD,Aston Villa,1,Fulham,6.6,TRUE,2021,30,Watkins
Rodrigo Moreno,2.8683767,FWD,Leeds,0.75,Sheffield United,5.7,TRUE,2021,30,Rodrigo
Christian Benteke,2.502902,FWD,Crystal Palace,1,Everton,5.5,FALSE,2021,30,Benteke
Patrick Bamford,2.257037,FWD,Leeds,0.75,Sheffield United,6.7,TRUE,2021,30,Bamford
Alexandre Lacazette,2.2490253,FWD,Arsenal,1,Liverpool,8.1,TRUE,2021,30,Lacazette
Jay Rodriguez,2.1650128,FWD,Burnley,1,Southampton,5.8,FALSE,2021,30,Rodriguez
Joelinton CÃ¡ssio ApolinÃ¡rio de Lira,2.0669355,FWD,Newcastle United,1,Tottenham Hotspur,5.7,TRUE,2021,30,Joelinton
Edinson Cavani,2.0563104,FWD,Manchester United,1,Brighton and Hove Albion,7.8,TRUE,2021,30,Cavani
Willian Jose Da Silva,2.0240753,FWD,Wolverhampton Wanderers,1,West Ham United,6.9,TRUE,2021,30,Willian Jose
Roberto Firmino,1.9934571,FWD,Liverpool,0.75,Arsenal,9.1,FALSE,2021,30,Firmino
Danny Ings,1.9348063,FWD,Southampton,0.5,Burnley,8.4,TRUE,2021,30,Ings
Olivier Giroud,1.8162638,FWD,Chelsea,1,West Bromwich Albion,6.7,TRUE,2021,30,Giroud
Danny Welbeck,1.711453,FWD,Brighton and Hove Albion,1,Manchester United,5.5,FALSE,2021,30,Welbeck
Michy Batshuayi,1.687922,FWD,Crystal Palace,1,Everton,5.7,FALSE,2021,30,Batshuayi
Sergio Aguero,1.674384,FWD,Manchester City,1,Leicester City,10.3,FALSE,2021,30,Aguero
Rhian Brewster,1.6511867,FWD,Sheffield United,1,Leeds,4.4,FALSE,2021,30,Brewster
Kelechi Iheanacho,1.6290753,FWD,Leicester City,1,Manchester City,5.7,TRUE,2021,30,Iheanacho
Dwight Gayle,1.6190786,FWD,Newcastle United,1,Tottenham Hotspur,5.9,TRUE,2021,30,Gayle
Ashley Barnes,1.6004008,FWD,Burnley,0.5,Southampton,6,FALSE,2021,30,Barnes
Timo Werner,1.4865847,FWD,Chelsea,1,West Bromwich Albion,9.2,TRUE,2021,30,Werner
Billy Sharp,1.4764442,FWD,Sheffield United,1,Leeds,5.5,FALSE,2021,30,Sharp
David McGoldrick,1.4212372,FWD,Sheffield United,0.75,Leeds,5.2,FALSE,2021,30,McGoldrick
Aaron Connolly,1.4187601,FWD,Brighton and Hove Albion,1,Manchester United,5.2,FALSE,2021,30,Connolly
Carlos Vinicius Alves Morais,1.3032126,FWD,Tottenham Hotspur,1,Newcastle United,6.9,FALSE,2021,30,Carlos Vinicius
Lys Mousset,1.2612697,FWD,Sheffield United,1,Leeds,5.8,FALSE,2021,30,Mousset
Keinan Davis,1.1807917,FWD,Aston Villa,1,Fulham,4.3,TRUE,2021,30,Davis
Aleksandar Mitrovic,1.1738001,FWD,Fulham,1,Aston Villa,5.5,FALSE,2021,30,Mitrovic
Jean-Philippe Mateta,1.139923,FWD,Crystal Palace,1,Everton,5.6,FALSE,2021,30,Mateta
Niall Huggins,1.1278362,FWD,Leeds,1,Sheffield United,4.5,TRUE,2021,30,Huggins
Andi Zeqiri,1.0733664,FWD,Brighton and Hove Albion,1,Manchester United,5,FALSE,2021,30,Zeqiri
Fabio Silva,1.0440558,FWD,Wolverhampton Wanderers,1,West Ham United,5.2,TRUE,2021,30,Fabio Silva
Hal Robson-Kanu,1.0054226,FWD,West Bromwich Albion,1,Chelsea,5.2,FALSE,2021,30,Robson-Kanu
Andy Carroll,0.99375635,FWD,Newcastle United,1,Tottenham Hotspur,5.1,TRUE,2021,30,Carroll
Daniel N'Lundulu,0.93745005,FWD,Southampton,1,Burnley,4.5,TRUE,2021,30,N'Lundulu
Joel Mumbongo,0.9309338,FWD,Burnley,1,Southampton,4.5,FALSE,2021,30,Mumbongo
Karlan Grant,0.92734396,FWD,West Bromwich Albion,1,Chelsea,5.7,FALSE,2021,30,Grant
Joshua King,0.7748263,FWD,Everton,1,Crystal Palace,5.3,TRUE,2021,30,King
Oliver McBurnie,0.6616694,FWD,Sheffield United,1,Leeds,5.6,FALSE,2021,30,McBurnie
Matej Vydra,0.37194303,FWD,Burnley,1,Southampton,4.8,FALSE,2021,30,Vydra
Callum Wilson,0.3225125,FWD,Newcastle United,0.25,Tottenham Hotspur,6.5,TRUE,2021,30,Wilson
Tammy Abraham,0.10800349,FWD,Chelsea,0,West Bromwich Albion,7.1,TRUE,2021,30,Abraham
Shane Long,0.034319855,FWD,Southampton,0,Burnley,5.1,TRUE,2021,30,Long
Divock Origi,0.032876275,FWD,Liverpool,0.75,Arsenal,5.1,FALSE,2021,30,Origi
Mbwana Samatta,0.028217044,FWD,Aston Villa,0,Fulham,5.9,TRUE,2021,30,Samatta
Michael Obafemi,0.02734197,FWD,Southampton,0,Burnley,4.6,TRUE,2021,30,Obafemi
Moise Kean,0.02734197,FWD,Everton,0,Crystal Palace,5.7,TRUE,2021,30,Kean
Yoshinori Muto,0.02734197,FWD,Newcastle United,0,Tottenham Hotspur,4.8,TRUE,2021,30,Muto
Odion Ighalo,0.02734197,FWD,Manchester United,0,Brighton and Hove Albion,6.1,TRUE,2021,30,Ighalo
Islam Slimani,0.02734197,FWD,Leicester City,0,Manchester City,4.9,TRUE,2021,30,Slimani
Wesley Moraes,0.02734197,FWD,Aston Villa,0.25,Fulham,6,TRUE,2021,30,Wesley
Cenk Tosun,0.02734197,FWD,Everton,0,Crystal Palace,6,TRUE,2021,30,Tosun
Raul Jiminez,0.006874394,FWD,Wolverhampton Wanderers,0,West Ham United,8.1,TRUE,2021,30,Jiminez
Leonardo Campana,0.006874394,FWD,Wolverhampton Wanderers,1,West Ham United,4.8,TRUE,2021,30,Campana
Joe Gelhardt,0.006874394,FWD,Leeds,1,Sheffield United,4.5,TRUE,2021,30,Gelhardt
Ellis Simms,0.006874394,FWD,Everton,0,Crystal Palace,4.5,TRUE,2021,30,Simms
Indiana Vassilev,0.006874394,FWD,Aston Villa,0,Fulham,4.3,TRUE,2021,30,Vassilev
LÃ©o Bonatini,0.006874394,FWD,Wolverhampton Wanderers,0,West Ham United,4.8,TRUE,2021,30,Bonatini
Edward Nketiah,-0.001718498,FWD,Arsenal,1,Liverpool,5.4,TRUE,2021,30,Nketiah
Patrick Cutrone,-0.005747626,FWD,Wolverhampton Wanderers,0,West Ham United,5.9,TRUE,2021,30,Cutrone
Glenn Murray,-0.006608321,FWD,Brighton and Hove Albion,0,Manchester United,4.8,FALSE,2021,30,Murray
Liam Delap,-0.009381376,FWD,Manchester City,1,Leicester City,4.3,FALSE,2021,30,Delap
Sebastien Haller,-0.010256451,FWD,West Ham United,0,Wolverhampton Wanderers,6.1,FALSE,2021,30,Haller
Cheikh Diaby,-0.010256451,FWD,West Bromwich Albion,1,Chelsea,4.5,FALSE,2021,30,Diaby
Jordan Hugill,-0.010256451,FWD,West Ham United,0,Wolverhampton Wanderers,5.5,FALSE,2021,30,Hugill
Albian Ajeti,-0.010256451,FWD,West Ham United,0,Wolverhampton Wanderers,5.5,FALSE,2021,30,Ajeti
Ademipo Odubeko,-0.010256451,FWD,West Ham United,1,Wolverhampton Wanderers,4.5,FALSE,2021,30,Odubeko
Antwoine Hackford,-0.010256451,FWD,Sheffield United,1,Leeds,4.4,FALSE,2021,30,Hackford
Max Thompson,-0.010256451,FWD,Burnley,1,Southampton,4.5,FALSE,2021,30,Thompson
Lewis Richardson,-0.013002895,FWD,Burnley,1,Southampton,4.5,FALSE,2021,30,Richardson
Florin Andone,-0.013586208,FWD,Brighton and Hove Albion,0,Manchester United,4.8,FALSE,2021,30,Andone
Connor Wickham,-0.013586208,FWD,Crystal Palace,1,Everton,4.4,FALSE,2021,30,Wickham
Charlie Austin,-0.013586208,FWD,West Bromwich Albion,0,Chelsea,5.1,FALSE,2021,30,Austin
Kenneth Zohore,-0.013586208,FWD,West Bromwich Albion,0,Chelsea,4.8,FALSE,2021,30,Zohore
Callum Robinson,-0.018772079,FWD,West Bromwich Albion,1,Chelsea,5.2,FALSE,2021,30,Callum Robinson
Dane Scarlett,-0.039316922,FWD,Tottenham Hotspur,1,Newcastle United,4.5,FALSE,2021,30,Scarlett
Bobby Decordova-Reid,-0.27475095,FWD,Fulham,0,Aston Villa,5.3,FALSE,2021,30,Decordova-Reid
