FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
,Cavaleiro,MID,FUL,5300000,3,46,2.7,5.09433962264151E-07,8.67924528301887E-06,0,23301,1,23,0,0,0,2,0,8.7,908,-2,0,46,2,0.7,1,3.8,4,0,3,0,0,0.2,22980,0,-1,0,1,1279,525,0,0,107,West Brom,Leicester,West Ham,Everton,Sheffield United,2.6,1.7,2,2.4,3.2,1.6,1.5,1.7,1.9,1.7,2.4,2.1,0,2,2.6,1.9,1.9,2.5,83
Edinson,Cavani,FWD,MUN,7900000,1,41,3.2,4.05063291139241E-07,5.18987341772152E-06,0,425554,1,5,0,0,0,4,0,5.2,29389,-1,-1,41,1,0.3,0,2.2,4,0,2,0,2,4.1,715412,0,-1,0,1,529,22361,1,0,153,Arsenal,Southampton,Everton,West Brom,Newcastle,3.2,2.8,2.5,4.1,3.6,2.9,2.4,2.4,3.8,3,3.4,2.6,3.5,3,2.9,2.5,3.1,3,52.4
,Ceballos,MID,ARS,4700000,0,33,2.1,4.46808510638298E-07,7.02127659574468E-06,0,234657,3,12,0,0,0,0,0,7,2095,-3,0,33,3,0.3,0,1.2,3,0,4,0,1,0.8,139740,0,-1,0,0,1015,13,0,0,207,Man Utd,Wolverhampton,Aston Villa,Leeds United F.C.,Man City,0,0,1.2,1.1,1,1.4,1.9,1,1.4,1,2.3,1.4,1.2,1.7,1.5,1.5,1.2,1.3,54.3
,Cedric,DEF,ARS,4600000,2,15,0.75,1.6304347826087E-07,3.26086956521739E-06,0,36374,0,1,0,0,0,0,0,3.3,414,-4,0,15,4,0.8,0,3.5,3,0,1,0,1,0.2,8129,0,-1,0,0,185,1357,0,0,53,Man Utd,Wolverhampton,Aston Villa,Leeds United F.C.,Man City,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,10.9
,Chamberlain,MID,LIV,6300000,0,7,0.35,5.55555555555556E-08,1.11111111111111E-06,0,5900,0,1,0,0,0,0,0,1.1,129,-2,0,7,2,0.1,0,0.4,0,0,0,0,1,0,4446,0,-1,0,0,134,38,0,0,22,West Ham,Brighton,Man City,Leicester,Everton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,7.2
Calum,Chambers,DEF,ARS,4500000,0,0,0,0,0,0,2262,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,2061,0,-1,0,0,0,60,0,0,0,Man Utd,Wolverhampton,Aston Villa,Leeds United F.C.,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kgaogelo,Chauke,MID,SOU,4500000,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,-1,0,0,0,9,0,0,0,Aston Villa,Man Utd,Newcastle,Wolverhampton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benjamin,Chilwell,DEF,CHE,6100000,5,85,5,8.19672131147541E-07,1.39344262295082E-05,0,2031578,2,17,0,0,0,2,0,13.9,33461,6,0,85,-6,0.5,0,3.2,7,0,7,0,4,22.9,3486868,0,-1,0,1,1425,51122,0,0,342,Burnley,Tottenham,Sheffield United,Newcastle,Southampton,6.1,5.9,5.7,5.7,4.8,6.4,5.1,5.8,6.4,6.6,6.1,5.8,6.5,6.8,6.2,6.5,5.9,6.6,90.5
Tahith,Chong,MID,MUN,4400000,0,0,0,0,0,0,1432,0,0,0,0,0,0,0,0,6,-1,0,0,1,0,0,0,0,0,0,0,0,0,799,0,-1,0,0,0,0,0,0,0,Arsenal,Southampton,Everton,West Brom,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hamza,Choudhury,MID,LEI,4700000,0,2,0.1,2.12765957446809E-08,4.25531914893617E-07,0,6513,1,1,0,0,0,0,0,0.4,60,-3,0,2,3,0,0,0,0,0,0,0,0,0.1,2847,0,-1,0,0,69,22,0,0,9,Leeds United F.C.,Fulham,Wolverhampton,Liverpool,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Andreas,Christensen,DEF,CHE,4700000,0,2,0.1,2.12765957446809E-08,4.25531914893617E-07,0,25540,1,10,0,0,0,0,0,0.4,106,-3,0,2,3,0,0,0,0,0,0,0,0,0.2,10072,0,-1,0,0,405,80,0,1,53,Burnley,Tottenham,Sheffield United,Newcastle,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6
Cyrus,Christie,DEF,FUL,4200000,0,0,0,0,0,0,10088,0,0,0,0,0,0,0,0,10,-3,0,0,3,0,0,0,0,0,0,0,0,0,745,0,-1,0,0,0,0,0,0,0,West Brom,Leicester,West Ham,Everton,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ciaran,Clark,DEF,NEW,4500000,0,26,1.3,2.88888888888889E-07,5.77777777777778E-06,0,41345,2,17,0,0,0,1,0,5.8,3762,0,0,26,0,0.3,0,1.5,0,0,2,0,0,0.3,54546,0,-1,0,0,900,17,0,0,142,Everton,Crystal Palace,Southampton,Chelsea,Man Utd,0,0,0.7,0.6,1,1.2,1,0.9,0.7,0.6,0.7,1,0.9,0.9,0.8,1.5,0.8,0.9,29
Matthew,Clarke,DEF,BHA,4400000,0,0,0,0,0,0,701,0,0,0,0,0,0,0,0,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,339,0,-1,0,0,0,0,0,0,0,Tottenham,Liverpool,Burnley,Aston Villa,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leighton,Clarkson,MID,LIV,4500000,0,0,0,0,0,0,323,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,359,0,-1,0,0,0,9,0,0,0,West Ham,Brighton,Man City,Leicester,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathaniel,Clyne,DEF,CRY,4500000,0,19,2.1,4.66666666666667E-07,4.22222222222222E-06,0,46298,1,16,0,0,0,0,0,4.2,1064,0,0,19,0,0,0,0,0,0,1,0,1,0.2,56086,0,-1,0,0,791,82,0,0,126,Wolverhampton,Newcastle,Leeds United F.C.,Burnley,Brighton,2.5,1.1,1.4,1.8,1.5,2.2,1.4,2.1,2,1.4,1.6,1,1.6,3,1.4,2.1,2,1.8,19.8
Conor,Coady,DEF,WOL,4800000,6,48,2.5,5.20833333333333E-07,1E-05,0,668896,3,28,0,0,0,0,0,10,5944,-2,0,48,2,0.5,0,2.2,2,0,5,0,0,5,391342,0,-1,0,0,1683,2275,0,0,287,Crystal Palace,Arsenal,Leicester,Southampton,Leeds United F.C.,2.1,2.5,2.2,1.5,1.8,1.6,2.4,2.9,3,2.7,2.5,2.3,2.3,2.6,2.1,2,1.9,2.5,37.5
Seamus,Coleman,DEF,EVE,4800000,1,22,1.22222222222222,2.5462962962963E-07,4.58333333333333E-06,0,241553,0,9,0,0,0,0,0,4.6,684,-2,0,22,2,0.3,0,1.3,1,0,1,0,1,0.6,200761,0,-1,0,0,573,461,0,0,124,Newcastle,Leeds United F.C.,Man Utd,Fulham,Liverpool,0.6,0.7,1,0.8,0.9,0.6,0.6,0.6,1,0.8,0.8,0.6,1,0.7,0.9,0.6,0.9,1.3,25.3
Aaron,Connolly,FWD,BHA,5200000,0,30,1.5,2.88461538461538E-07,5.76923076923077E-06,0,102023,0,13,0,0,0,2,0,5.8,357,-3,0,30,3,0.2,0,1.2,2,0,1,0,1,0.3,77028,0,-1,0,0,576,329,0,0,78,Tottenham,Liverpool,Burnley,Aston Villa,Crystal Palace,0.8,1,0.9,0.8,1.3,1.3,0.8,0.8,1.2,1.1,0.8,0.8,1.2,0.8,0.8,0.8,0.8,0.9,37.4
Liam,Cooper,DEF,LEE,4300000,2,31,2.4,5.58139534883721E-07,7.2093023255814E-06,0,86254,3,27,0,0,0,1,0,7.2,629,-2,0,31,2,0.3,0,1.3,1,0,3,0,0,0.4,53980,0,-1,0,0,1151,615,0,0,257,Leicester,Everton,Crystal Palace,Arsenal,Wolverhampton,2.4,1.4,2.3,2.7,2.7,2.1,2.6,1.6,2.6,1.9,3.2,2.4,2.1,2.2,1.5,2.1,1.7,2.1,42.4
Theo,Corbeanu,MID,WOL,4500000,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,-1,0,0,0,20,0,0,0,Crystal Palace,Arsenal,Leicester,Southampton,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack,Cork,MID,BUR,5000000,1,1,0.0526315789473684,1.05263157894737E-08,2E-07,0,11108,0,1,0,0,0,0,0,0.2,21,0,0,1,0,0,0,0.2,0,0,0,0,0,0,10532,0,-1,0,0,45,22,0,0,3,Chelsea,Man City,Brighton,Crystal Palace,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6
,Costa,MID,LEE,5100000,0,36,1.89473684210526,3.71517027863777E-07,7.05882352941176E-06,0,1025340,0,17,0,0,0,2,0,7.1,4172,-4,0,36,4,0,0,0,2,0,2,0,2,2.5,1051654,1,-1,0,1,677,102,0,0,98,Leicester,Everton,Crystal Palace,Arsenal,Wolverhampton,1.2,1,1,1.3,1.3,0.9,1.2,1.1,1.4,1.8,0.9,0.9,0.9,1.5,0.9,1.6,1.2,1.2,45.8
Vladimir,Coufal,DEF,WHU,4700000,1,65,4.1,8.72340425531915E-07,1.38297872340426E-05,0,237094,2,20,0,0,0,0,0,13.8,24954,2,0,65,-2,1,0,4.8,9,0,5,0,4,7.2,785746,0,-1,0,0,1434,8836,0,0,312,Liverpool,Aston Villa,Fulham,Sheffield United,Tottenham,5.6,5.2,5.3,4.6,4,5.2,3.8,5.5,4.9,5.2,4.4,3.8,4.2,4.4,3.7,4.6,5.4,4.3,78
Aaron,Cresswell,DEF,WHU,5500000,5,92,4.6,8.36363636363636E-07,1.67272727272727E-05,0,666225,0,24,0,0,0,0,0,16.7,26076,5,-1,92,-5,1.2,0,6.5,11,0,7,0,7,19.8,2039781,0,-1,0,2,1800,71728,1,0,432,Liverpool,Aston Villa,Fulham,Sheffield United,Tottenham,6.3,6,6.1,5.4,4.7,5.8,4.5,6.4,5.7,5.9,5.2,4.6,5,5.2,4.4,5.4,6.3,5.1,93.8
Charlie,Cresswell,DEF,LEE,4000000,0,0,0,0,0,0,1629,0,0,0,0,0,0,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,4535,0,-1,0,0,0,371,0,0,0,Leicester,Everton,Crystal Palace,Arsenal,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke,Cundle,MID,WOL,4500000,0,0,0,0,0,0,414,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,743,0,-1,0,0,0,44,0,0,0,Crystal Palace,Arsenal,Leicester,Southampton,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick,Cutrone,FWD,WOL,5900000,0,2,0.1,1.69491525423729E-08,3.38983050847458E-07,0,2194,0,0,0,0,0,0,0,0.3,299,-1,1,2,1,0.1,0,0.7,0,0,0,0,0,0,3315,0,-1,0,0,23,122,-1,0,5,Crystal Palace,Arsenal,Leicester,Southampton,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
Stuart,Dallas,DEF,LEE,4800000,2,75,3.9,8.125E-07,1.5625E-05,0,791601,3,34,0,0,0,3,0,15.6,52702,3,0,75,-3,0.4,0,1.7,5,0,6,0,2,13.5,1493558,0,-1,0,1,1700,8422,0,0,372,Leicester,Everton,Crystal Palace,Arsenal,Wolverhampton,4.8,3.1,4.7,5.3,5.3,4.4,5.1,3.6,5.2,3.9,5.2,4.9,4.3,4.6,3.3,4.4,3.6,4.4,86.4
,Dalot,DEF,MUN,4800000,0,0,0,0,0,0,3553,0,0,0,0,0,0,0,0,4,-2,0,0,2,0,0,0,0,0,0,0,0,0,463,0,-1,0,0,0,0,0,0,0,Arsenal,Southampton,Everton,West Brom,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott,Dann,DEF,CRY,4300000,0,23,1.15,2.67441860465116E-07,5.34883720930233E-06,0,121078,1,11,0,0,0,1,0,5.3,772,-2,0,23,2,0,0,0,1,0,1,0,0,0.5,97206,0,-1,0,0,720,80,0,0,124,Wolverhampton,Newcastle,Leeds United F.C.,Burnley,Brighton,1,0.6,0.6,0.7,0.6,0.9,0.6,0.8,0.8,0.6,0.6,0.6,0.6,1.4,0.6,0.8,0.7,0.7,25.8
Karl,Darlow,GLK,NEW,5000000,1,68,3.4,6.8E-07,1.36E-05,0,239883,1,34,0,74,0,0,0,13.6,7665,0,0,68,0,0.5,0,2.7,6,0,3,0,0,2.1,332887,0,-1,1,0,1800,787,0,0,373,Everton,Crystal Palace,Southampton,Chelsea,Man Utd,3.2,4.3,3.4,2.9,4.2,4.7,4.1,4,3.4,3.1,3.3,4.2,3.9,3.8,3.6,4.9,3.6,4,57.4
,David Luiz,DEF,ARS,5400000,2,22,1.1,2.03703703703704E-07,4.07407407407407E-06,0,93658,1,10,0,0,0,0,0,4.1,610,-1,0,22,1,0.6,0,3.2,0,0,2,0,0,0.8,44175,0,-1,0,0,749,522,0,0,117,Man Utd,Wolverhampton,Aston Villa,Leeds United F.C.,Man City,0.6,0.8,0.8,0.6,1.1,0.7,0.6,0.6,0.8,0.7,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,20.4
Ben,Davies,DEF,TOT,4600000,1,35,1.84210526315789,4.0045766590389E-07,7.60869565217391E-06,0,220148,0,11,0,0,0,0,0,7.6,2088,-4,0,35,4,0.5,0,2.2,1,0,2,0,2,0.8,97832,0,-1,0,0,857,649,0,0,167,Brighton,Chelsea,West Brom,Man City,West Ham,1.5,1.1,1.4,2.3,1.7,1.2,1.6,1.8,1.1,1.2,1.4,1.4,0,1.2,1.4,1.8,1.4,1.6,33.2
Tom,Davies,MID,EVE,5200000,2,19,1.05555555555556,2.02991452991453E-07,3.65384615384615E-06,0,10216,1,6,0,0,0,0,0,3.7,98,-3,0,19,3,0.3,0,1.7,0,0,2,0,0,0.1,4574,0,-1,0,0,578,42,0,0,97,Newcastle,Leeds United F.C.,Man Utd,Fulham,Liverpool,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.6,0.5,0.5,0.5,0.5,0.7,0.5,0.5,13.8
Keinan,Davis,FWD,AVL,4300000,1,5,1,2.32558139534884E-07,1.16279069767442E-06,0,1369514,0,0,0,0,0,0,0,1.2,20685,-2,0,5,2,0.1,0,0.5,0,0,0,0,0,9.3,993360,0,-1,0,0,48,23040,0,0,15,Southampton,West Ham,Arsenal,Brighton,Leicester,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.6,0.6,0.5,0.5,0.5,0.6,0.5,0.5,0.6,0.5,0.5,7.7
Leif,Davis,DEF,LEE,3900000,0,2,0.105263157894737,2.69905533063428E-08,5.12820512820513E-07,0,112545,0,0,0,0,0,0,0,0.5,1581,-1,0,2,1,0,0,0,0,0,0,0,0,1.2,84919,0,-1,0,0,31,337,0,0,5,Leicester,Everton,Crystal Palace,Arsenal,Wolverhampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3
Craig,Dawson,DEF,WHU,4500000,9,29,1.45,3.22222222222222E-07,6.44444444444444E-06,0,9715,0,3,0,0,0,1,0,6.4,1455,0,0,29,0,1.3,0,5.8,2,0,3,0,0,0.4,36105,0,-1,0,1,450,5278,0,0,103,Liverpool,Aston Villa,Fulham,Sheffield United,Tottenham,1.2,1.1,1.1,0.9,0.7,1.5,0.7,1.2,1,1.2,0.8,0.7,0.8,0.9,0.7,0.9,1.2,0.8,14.9
Kevin,De Bruyne,MID,MCI,11900000,0,95,5.6,4.70588235294118E-07,7.98319327731092E-06,0,5151678,1,11,0,0,0,3,0,8,146322,4,0,95,-4,0.5,1,5.4,12,0,9,0,10,12.8,4150110,0,-1,0,2,1405,689,0,0,368,Sheffield United,Burnley,Liverpool,Tottenham,Arsenal,0,0,0,0,6,6.6,5.4,6.2,7.3,5.6,6.4,5,0,4.9,6.9,6.4,6.5,6.5,197.6
David,de Gea,GLK,MUN,5300000,1,59,3.3,6.22641509433962E-07,1.11320754716981E-05,0,316927,0,24,0,37,0,0,0,11.1,12138,-2,0,59,2,0.8,0,4,3,0,6,0,0,5,336531,0,-1,0,1,1575,4169,0,0,277,Arsenal,Southampton,Everton,West Brom,Newcastle,4.2,2.8,2.3,4.3,2.7,3.1,4.4,3.6,3.7,2.8,3.5,3,3.4,3.9,4.1,2.9,3.7,4.3,30.9
Bobby,Decordova-Reid,FWD,FUL,5300000,2,49,2.9,5.47169811320755E-07,9.24528301886792E-06,0,116157,5,14,0,0,0,4,0,9.2,5533,-2,0,49,2,0.2,0,1.2,5,0,5,0,1,1,173289,0,-1,0,1,1188,3734,0,0,212,West Brom,Leicester,West Ham,Everton,Sheffield United,3.4,2.4,2.3,2.9,3.3,3.1,2.6,2.3,2.4,2.3,2.7,2.6,0,2.2,2.5,2.2,2.9,3.4,59.9
Liam,Delap,FWD,MCI,4400000,0,1,0.0526315789473684,1.19617224880383E-08,2.27272727272727E-07,0,186298,0,4,0,0,0,0,0,0.2,4777,-1,0,1,1,0,0,0,0,0,0,0,0,1.1,234992,0,-1,0,0,39,2436,0,0,0,Sheffield United,Burnley,Liverpool,Tottenham,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
Fabian,Delph,MID,EVE,4900000,0,6,0.333333333333333,6.80272108843537E-08,1.22448979591837E-06,0,4894,0,5,0,0,0,0,0,1.2,16,-1,0,6,1,0,0,0,0,0,0,0,0,0,2261,0,-1,0,0,211,5,0,0,38,Newcastle,Leeds United F.C.,Man Utd,Fulham,Liverpool,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.6
Leander,Dendoncker,MID,WOL,4700000,3,37,2.5,5.31914893617021E-07,7.87234042553191E-06,0,178185,3,14,0,0,0,0,0,7.9,1241,-3,0,37,3,0.3,0,1.5,0,0,6,0,2,0.5,61803,0,-1,0,0,1216,349,0,0,121,Crystal Palace,Arsenal,Leicester,Southampton,Leeds United F.C.,1.3,1.7,1.6,1.6,1.8,1.9,1.4,1.6,1.2,1.9,1.9,3,2.5,2.2,2,1.6,2,1.4,60.2
Cheikh,Diaby,FWD,WBA,4500000,0,0,0,0,0,0,2874,0,0,0,0,0,0,0,0,369,0,0,0,0,0,0,0,0,0,0,0,0,0.1,6106,0,-1,0,0,0,588,0,0,0,Fulham,Sheffield United,Tottenham,Man Utd,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amad,Diallo,MID,MUN,5500000,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,879,0,-1,0,0,0,126,0,0,0,Arsenal,Southampton,Everton,West Brom,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ibrahima,Diallo,MID,SOU,4500000,2,14,0.736842105263158,1.6374269005848E-07,3.11111111111111E-06,0,3334,2,7,0,0,0,0,0,3.1,187,0,0,14,0,0.4,0,2,0,0,2,0,0,0,5132,0,-1,0,0,380,177,0,0,47,Aston Villa,Man Utd,Newcastle,Wolverhampton,Chelsea,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0,0.4,0.4,0.4,0.4,0.4,8.2
Grady,Diangana,MID,WBA,5100000,0,33,2.2,4.31372549019608E-07,6.47058823529412E-06,0,74730,0,28,0,0,0,1,0,6.5,382,-4,0,33,4,0,0,0.2,0,0,1,0,0,0.2,45058,0,-1,0,0,1068,35,0,0,95,Fulham,Sheffield United,Tottenham,Man Utd,Burnley,1.6,2.4,1.5,1.1,2,1.5,1.7,1.2,1.3,1.5,1.6,1.5,1.3,1.6,1.6,1.1,1.3,1.8,39.2
,Dias,DEF,MCI,5900000,6,83,4.9,8.30508474576271E-07,1.40677966101695E-05,0,311033,2,7,0,0,0,0,0,14.1,24302,4,0,83,-4,1.1,0,6.6,7,0,11,0,1,15.9,1500421,1,-1,0,1,1509,77885,0,0,374,Sheffield United,Burnley,Liverpool,Tottenham,Arsenal,6.3,5.3,5.9,5.5,6.5,6.9,6.5,6.1,7.1,5.9,5.3,6.2,0,5.6,5.8,4.6,5.5,5.2,52.7
Eric,Dier,DEF,TOT,5000000,1,56,3.1,6.2E-07,1.12E-05,0,413291,1,17,0,0,0,0,0,11.2,12354,0,1,56,0,0.6,0,2.8,1,0,6,0,0,4.8,624377,0,-1,0,0,1620,6274,-1,0,303,Brighton,Chelsea,West Brom,Man City,West Ham,3.3,2.5,3.2,4.1,3.7,2.7,3.5,3.9,2.6,2.7,3.1,3.1,0,2.8,3.1,3.8,3.2,3.5,46.6
Lucas,Digne,DEF,EVE,6000000,2,41,4.1,6.83333333333333E-07,6.83333333333333E-06,0,1670145,0,16,0,0,0,0,0,6.8,3056,0,0,41,0,0.4,0,2.3,8,0,1,0,6,5.5,1328428,0,-1,0,1,881,33488,0,1,206,Newcastle,Leeds United F.C.,Man Utd,Fulham,Liverpool,3.8,4.7,5.8,5,5.5,3.9,4.3,4.1,5.7,5.1,4.9,3.6,5.7,4.7,5.5,4.2,5.4,5.5,58.8
Issa,Diop,DEF,WHU,4300000,0,4,0.2,4.65116279069767E-08,9.30232558139535E-07,0,95688,1,5,0,0,0,0,0,0.9,438,-2,0,4,2,0,0,0,0,0,0,0,0,0.4,15220,0,-1,0,0,297,139,0,0,40,Liverpool,Aston Villa,Fulham,Sheffield United,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.7
Moussa,Djenepo,MID,SOU,5400000,0,30,1.57894736842105,2.92397660818713E-07,5.55555555555556E-06,0,21888,3,9,0,0,0,1,0,5.6,89,-1,0,30,1,0.1,0,0.3,0,0,3,0,2,0.1,17392,0,-1,0,0,694,10,0,0,91,Aston Villa,Man Utd,Newcastle,Wolverhampton,Chelsea,0.8,0.8,0.9,1.1,1,0.9,1.2,1,0.8,1.2,1,1,0,0.8,0.8,1.1,0.9,0.8,29
Matt,Doherty,DEF,TOT,5600000,1,30,1.57894736842105,2.81954887218045E-07,5.35714285714286E-06,0,1477792,1,9,0,0,0,0,0,5.4,4346,-4,1,30,4,0.2,0,1,3,0,3,0,1,4.4,206597,0,-1,0,1,795,662,-1,1,127,Brighton,Chelsea,West Brom,Man City,West Ham,1.1,0.8,1.1,1.8,1.4,0.9,1.2,1.4,0.8,0.9,1.1,1.1,0,0.9,1.1,1.4,1.1,1.3,28.9
Abdoulaye,Doucoure,MID,EVE,5200000,0,45,2.6,5E-07,8.65384615384615E-06,0,234136,5,21,0,0,0,1,0,8.7,1454,-3,0,45,3,0.2,0,1,2,0,4,0,2,0.7,111932,0,-1,0,1,1448,132,0,0,255,Newcastle,Leeds United F.C.,Man Utd,Fulham,Liverpool,2.2,2.4,2,2,1.6,2,2.1,2.2,2.7,1.8,2.5,1.4,2.2,1.4,2,2.8,2,1.4,65.6
Barry,Douglas,DEF,LEE,3800000,0,0,0,0,0,0,950619,0,0,0,0,0,0,0,0,5569,-2,0,0,2,0,0,0,0,0,0,0,0,4,252878,0,-1,0,0,0,0,0,0,0,Leicester,Everton,Crystal Palace,Arsenal,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Douglas Luiz,MID,AVL,4900000,5,43,2.5,5.10204081632653E-07,8.77551020408163E-06,0,39513,2,21,0,0,0,0,0,8.8,565,-1,0,43,1,0.6,0,3,0,0,8,0,2,0.2,26465,0,-1,0,0,1491,407,0,1,199,Southampton,West Ham,Arsenal,Brighton,Leicester,1.7,1.7,1.5,2.2,1.4,2.1,2,2.1,2.8,2,1.3,1.5,2.1,2.2,1.3,1.5,1.8,1.9,51.5
Tommy,Doyle,MID,MCI,4400000,0,0,0,0,0,0,9875,0,0,0,0,0,0,0,0,108,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,6703,0,-1,0,0,0,33,0,0,0,Sheffield United,Burnley,Liverpool,Tottenham,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony,Driscoll-Glennon,DEF,BUR,4000000,0,0,0,0,0,0,6040,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0.1,6499,0,-1,0,0,0,114,0,0,0,Chelsea,Man City,Brighton,Crystal Palace,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin,Dubravka,GLK,NEW,4800000,0,0,0,0,0,0,23447,0,0,0,0,0,0,0,0,276,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,7800,0,-1,0,0,0,90,0,0,0,Everton,Crystal Palace,Southampton,Chelsea,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shane,Duffy,DEF,BHA,4300000,0,0,0,0,0,0,5411,0,0,0,0,0,0,0,0,12,-2,0,0,2,0,0,0,0,0,0,0,0,0,662,0,-1,0,0,0,0,0,0,0,Tottenham,Liverpool,Burnley,Aston Villa,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul,Dummett,DEF,NEW,4400000,0,4,0.2,4.54545454545455E-08,9.09090909090909E-07,0,2151,0,2,0,0,0,0,0,0.9,78,-1,0,4,1,0.1,0,0.3,0,0,0,0,0,0,1128,0,-1,0,0,151,14,0,0,15,Everton,Crystal Palace,Southampton,Chelsea,Man Utd,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.6
Lewis,Dunk,DEF,BHA,4800000,6,51,3,6.25E-07,1.0625E-05,0,515683,4,26,0,0,0,2,0,10.6,3696,-2,0,51,2,1.2,0,5.8,6,0,4,0,0,2.6,131524,1,-1,0,1,1530,2557,0,1,285,Tottenham,Liverpool,Burnley,Aston Villa,Crystal Palace,2.3,3.5,2.9,3.1,3.4,3.6,2.6,2.3,2.4,3.8,2.1,2.6,2.9,2.2,3.7,3.3,4.1,3.6,62
